,CUERPO,PROVINCIA,LOCALIDAD,CENTRO,PUESTO,PLAZAS
4845,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11700123-I.E.S. HUERTA DEL ROSARIO,11590009-DIBUJO (INGLES) P.E.S.,1
4846,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11700123-I.E.S. HUERTA DEL ROSARIO,11590017-EDUCACION FISICA (INGLES) P.E.S.,2
4847,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11700123-I.E.S. HUERTA DEL ROSARIO,11590019-TECNOLOGIA (INGLES) P.E.S.,2
4848,PROFESORES DE MÚSICA Y ARTES ESCÉNICAS,CÁDIZ,CHICLANA DE LA FRONTERA,11700241-C.E.M. SANTA CECILIA,00594410-FLAUTA TRAVESERA P.M.A.E.,1
4849,PROFESORES DE MÚSICA Y ARTES ESCÉNICAS,CÁDIZ,CHICLANA DE LA FRONTERA,11700241-C.E.M. SANTA CECILIA,00594414-GUITARRA P.M.A.E.,1
4850,PROFESORES DE MÚSICA Y ARTES ESCÉNICAS,CÁDIZ,CHICLANA DE LA FRONTERA,11700241-C.E.M. SANTA CECILIA,00594423-PIANO P.M.A.E.,1
4851,PROFESORES DE MÚSICA Y ARTES ESCÉNICAS,CÁDIZ,CHICLANA DE LA FRONTERA,11700241-C.E.M. SANTA CECILIA,00594431-VIOLA P.M.A.E.,1
4852,PROFESORES DE MÚSICA Y ARTES ESCÉNICAS,CÁDIZ,CHICLANA DE LA FRONTERA,11700241-C.E.M. SANTA CECILIA,00594433-VIOLIN P.M.A.E.,1
4853,PROFESORES DE MÚSICA Y ARTES ESCÉNICAS,CÁDIZ,CHICLANA DE LA FRONTERA,11700241-C.E.M. SANTA CECILIA,00594434-VIOLONCELLO P.M.A.E.,1
4854,PROFESORES DE MÚSICA Y ARTES ESCÉNICAS,CÁDIZ,CHICLANA DE LA FRONTERA,11700241-C.E.M. SANTA CECILIA,00594460-LENGUAJE MUSICAL P.M.A.E.,1
4855,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11700354-I.E.S. CIUDAD DE HÉRCULES,00590001-FILOSOFIA P.E.S.,1
4856,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11700354-I.E.S. CIUDAD DE HÉRCULES,00590004-LENGUA CASTELLANA Y LITERATURA P.E.S.,9
4857,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11700354-I.E.S. CIUDAD DE HÉRCULES,00590005-GEOGRAFIA E HISTORIA P.E.S.,3
4858,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11700354-I.E.S. CIUDAD DE HÉRCULES,00590006-MATEMATICAS P.E.S.,5
4859,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11700354-I.E.S. CIUDAD DE HÉRCULES,00590007-FISICA Y QUIMICA P.E.S.,2
4860,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11700354-I.E.S. CIUDAD DE HÉRCULES,00590008-BIOLOGIA Y GEOLOGIA P.E.S.,2
4861,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11700354-I.E.S. CIUDAD DE HÉRCULES,00590009-DIBUJO P.E.S.,1
4862,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11700354-I.E.S. CIUDAD DE HÉRCULES,00590010-FRANCES P.E.S.,2
4863,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11700354-I.E.S. CIUDAD DE HÉRCULES,00590011-INGLES P.E.S.,10
4864,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11700354-I.E.S. CIUDAD DE HÉRCULES,00590018-ORIENTACIÓN EDUCATIVA P.E.S.,1
4865,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11700354-I.E.S. CIUDAD DE HÉRCULES,00590019-TECNOLOGIA P.E.S.,2
4866,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11700354-I.E.S. CIUDAD DE HÉRCULES,00590061-ECONOMIA P.E.S.,1
4867,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11700354-I.E.S. CIUDAD DE HÉRCULES,00590101-ADMINISTRACION DE EMPRESAS P.E.S.,3
4868,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11700354-I.E.S. CIUDAD DE HÉRCULES,00590107-INFORMATICA P.E.S.,1
4869,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11700354-I.E.S. CIUDAD DE HÉRCULES,00590803-CULTURA CLASICA P.E.S.,1
4870,PROFESORES TEC. DE FORMACION PROFESIONAL,CÁDIZ,CHICLANA DE LA FRONTERA,11700354-I.E.S. CIUDAD DE HÉRCULES,00591222-PROC. GESTION ADMINISTRATIVA P.T.F.P.,6
4871,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11700354-I.E.S. CIUDAD DE HÉRCULES,00597024-LENGUA CASTELLANA,1
4872,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11700354-I.E.S. CIUDAD DE HÉRCULES,00597026-IDIOMA EXTRANJERO-FRANCÉS (SECUNDARIA),1
4873,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11700354-I.E.S. CIUDAD DE HÉRCULES,00597060-PEDAGOGÍA TERAPÉUTICA ESO,3
4874,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11700354-I.E.S. CIUDAD DE HÉRCULES,11590005-GEOGRAFIA E HISTORIA (INGLES) P.E.S.,3
4875,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11700354-I.E.S. CIUDAD DE HÉRCULES,11590006-MATEMATICAS (INGLES) P.E.S.,5
4876,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11700354-I.E.S. CIUDAD DE HÉRCULES,11590007-FISICA Y QUIMICA (INGLES) P.E.S.,2
4877,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11700354-I.E.S. CIUDAD DE HÉRCULES,11590008-BIOLOGIA Y GEOLOGIA (INGLES) P.E.S.,1
4878,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11700354-I.E.S. CIUDAD DE HÉRCULES,11590009-DIBUJO (INGLES) P.E.S.,1
4879,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11700354-I.E.S. CIUDAD DE HÉRCULES,11590016-MUSICA (INGLES) P.E.S.,1
4880,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11700354-I.E.S. CIUDAD DE HÉRCULES,11590017-EDUCACION FISICA (INGLES) P.E.S.,3
4881,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11700354-I.E.S. CIUDAD DE HÉRCULES,11590019-TECNOLOGIA (INGLES) P.E.S.,2
4882,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11700354-I.E.S. CIUDAD DE HÉRCULES,11590101-ADMINISTRACION EMPRESAS (INGLES)P.E.S.,3
4883,PROFESORES ESCUELAS OFICIALES DE IDIOMAS,CÁDIZ,CHICLANA DE LA FRONTERA,11700408-E.O.I. CHICLANA,00592001-ALEMAN P.E.O.I.,4
4884,PROFESORES ESCUELAS OFICIALES DE IDIOMAS,CÁDIZ,CHICLANA DE LA FRONTERA,11700408-E.O.I. CHICLANA,00592008-FRANCES P.E.O.I.,3
4885,PROFESORES ESCUELAS OFICIALES DE IDIOMAS,CÁDIZ,CHICLANA DE LA FRONTERA,11700408-E.O.I. CHICLANA,00592011-INGLES P.E.O.I.,9
4886,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11700883-I.E.S. LA PEDRERA BLANCA,00590001-FILOSOFIA P.E.S.,1
4887,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11700883-I.E.S. LA PEDRERA BLANCA,00590003-LATIN P.E.S.,1
4888,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11700883-I.E.S. LA PEDRERA BLANCA,00590004-LENGUA CASTELLANA Y LITERATURA P.E.S.,8
4889,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11700883-I.E.S. LA PEDRERA BLANCA,00590005-GEOGRAFIA E HISTORIA P.E.S.,3
4890,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11700883-I.E.S. LA PEDRERA BLANCA,00590006-MATEMATICAS P.E.S.,8
4891,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11700883-I.E.S. LA PEDRERA BLANCA,00590007-FISICA Y QUIMICA P.E.S.,1
4892,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11700883-I.E.S. LA PEDRERA BLANCA,00590008-BIOLOGIA Y GEOLOGIA P.E.S.,1
4893,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11700883-I.E.S. LA PEDRERA BLANCA,00590009-DIBUJO P.E.S.,2
4894,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11700883-I.E.S. LA PEDRERA BLANCA,00590010-FRANCES P.E.S.,3
4895,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11700883-I.E.S. LA PEDRERA BLANCA,00590011-INGLES P.E.S.,11
4896,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11700883-I.E.S. LA PEDRERA BLANCA,00590018-ORIENTACIÓN EDUCATIVA P.E.S.,2
4897,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11700883-I.E.S. LA PEDRERA BLANCA,00590019-TECNOLOGIA P.E.S.,3
4898,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11700883-I.E.S. LA PEDRERA BLANCA,00590061-ECONOMIA P.E.S.,2
4899,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11700883-I.E.S. LA PEDRERA BLANCA,00590106-HOSTELERIA Y TURISMO P.E.S.,1
4900,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11700883-I.E.S. LA PEDRERA BLANCA,00590803-CULTURA CLASICA P.E.S.,1
4901,PROFESORES TEC. DE FORMACION PROFESIONAL,CÁDIZ,CHICLANA DE LA FRONTERA,11700883-I.E.S. LA PEDRERA BLANCA,00591226-SERVICIOS DE RESTAURACION P.T.F.P.,1
4902,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11700883-I.E.S. LA PEDRERA BLANCA,00597023-MATEMÁTICAS,1
4903,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11700883-I.E.S. LA PEDRERA BLANCA,00597028-MÚSICA (SECUNDARIA),1
4904,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11700883-I.E.S. LA PEDRERA BLANCA,00597041-PROGRAMAS CUALIFICACIÓN PROF. INICIAL,1
4905,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11700883-I.E.S. LA PEDRERA BLANCA,00597060-PEDAGOGÍA TERAPÉUTICA ESO,2
4906,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11700883-I.E.S. LA PEDRERA BLANCA,00597061-AUDICIÓN Y LENGUAJE ESO,1
4907,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11700883-I.E.S. LA PEDRERA BLANCA,11590005-GEOGRAFIA E HISTORIA (INGLES) P.E.S.,3
4908,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11700883-I.E.S. LA PEDRERA BLANCA,11590007-FISICA Y QUIMICA (INGLES) P.E.S.,2
4909,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11700883-I.E.S. LA PEDRERA BLANCA,11590008-BIOLOGIA Y GEOLOGIA (INGLES) P.E.S.,3
4910,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11700883-I.E.S. LA PEDRERA BLANCA,11590016-MUSICA (INGLES) P.E.S.,1
4911,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11700883-I.E.S. LA PEDRERA BLANCA,11590017-EDUCACION FISICA (INGLES) P.E.S.,3
4912,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11700883-I.E.S. LA PEDRERA BLANCA,11590106-HOSTELERIA Y TURISMO (INGLES) P.E.S.,1
4913,PROFESORES TEC. DE FORMACION PROFESIONAL,CÁDIZ,CHICLANA DE LA FRONTERA,11700962-I.E.S. FERNANDO QUIÑONES,PI591519-PCPI DE AUXILIAR INFORMATICO,1
4914,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11700962-I.E.S. FERNANDO QUIÑONES,00590001-FILOSOFIA P.E.S.,2
4915,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11700962-I.E.S. FERNANDO QUIÑONES,00590004-LENGUA CASTELLANA Y LITERATURA P.E.S.,9
4916,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11700962-I.E.S. FERNANDO QUIÑONES,00590005-GEOGRAFIA E HISTORIA P.E.S.,7
4917,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11700962-I.E.S. FERNANDO QUIÑONES,00590006-MATEMATICAS P.E.S.,9
4918,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11700962-I.E.S. FERNANDO QUIÑONES,00590007-FISICA Y QUIMICA P.E.S.,4
4919,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11700962-I.E.S. FERNANDO QUIÑONES,00590008-BIOLOGIA Y GEOLOGIA P.E.S.,4
4920,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11700962-I.E.S. FERNANDO QUIÑONES,00590009-DIBUJO P.E.S.,2
4921,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11700962-I.E.S. FERNANDO QUIÑONES,00590010-FRANCES P.E.S.,2
4922,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11700962-I.E.S. FERNANDO QUIÑONES,00590011-INGLES P.E.S.,7
4923,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11700962-I.E.S. FERNANDO QUIÑONES,00590016-MUSICA P.E.S.,1
4924,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11700962-I.E.S. FERNANDO QUIÑONES,00590017-EDUCACION FISICA P.E.S.,3
4925,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11700962-I.E.S. FERNANDO QUIÑONES,00590018-ORIENTACIÓN EDUCATIVA P.E.S.,2
4926,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11700962-I.E.S. FERNANDO QUIÑONES,00590019-TECNOLOGIA P.E.S.,4
4927,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11700962-I.E.S. FERNANDO QUIÑONES,00590061-ECONOMIA P.E.S.,2
4928,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11700962-I.E.S. FERNANDO QUIÑONES,00590107-INFORMATICA P.E.S.,1
4929,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11700962-I.E.S. FERNANDO QUIÑONES,00590803-CULTURA CLASICA P.E.S.,1
4930,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11700962-I.E.S. FERNANDO QUIÑONES,00597028-MÚSICA (SECUNDARIA),1
4931,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11700962-I.E.S. FERNANDO QUIÑONES,00597060-PEDAGOGÍA TERAPÉUTICA ESO,1
4932,MAESTROS,CÁDIZ,CHIPIONA,11002274-C.E.I.P. LAPACHAR,00597APO-APOYO COMPENSACION,1
4933,MAESTROS,CÁDIZ,CHIPIONA,11002274-C.E.I.P. LAPACHAR,00597031-EDUCACIÓN INFANTIL,7
4934,MAESTROS,CÁDIZ,CHIPIONA,11002274-C.E.I.P. LAPACHAR,00597032-LENGUA EXTRANJERA-INGLÉS,2
4935,MAESTROS,CÁDIZ,CHIPIONA,11002274-C.E.I.P. LAPACHAR,00597033-LENGUA EXTRANJERA-FRANCÉS,1
4936,MAESTROS,CÁDIZ,CHIPIONA,11002274-C.E.I.P. LAPACHAR,00597034-EDUCACIÓN FÍSICA,2
4937,MAESTROS,CÁDIZ,CHIPIONA,11002274-C.E.I.P. LAPACHAR,00597035-MÚSICA,1
4938,MAESTROS,CÁDIZ,CHIPIONA,11002274-C.E.I.P. LAPACHAR,00597036-PEDAGOGÍA TERAPÉUTICA,1
4939,MAESTROS,CÁDIZ,CHIPIONA,11002274-C.E.I.P. LAPACHAR,00597037-AUDICIÓN Y LENGUAJE,1
4940,MAESTROS,CÁDIZ,CHIPIONA,11002274-C.E.I.P. LAPACHAR,00597038-EDUCACIÓN PRIMARIA,9
4941,MAESTROS,CÁDIZ,CHIPIONA,11002286-C.E.I.P. CRISTO DE LAS MISERICORDIAS,00597031-EDUCACIÓN INFANTIL,3
4942,MAESTROS,CÁDIZ,CHIPIONA,11002286-C.E.I.P. CRISTO DE LAS MISERICORDIAS,00597032-LENGUA EXTRANJERA-INGLÉS,1
4943,MAESTROS,CÁDIZ,CHIPIONA,11002286-C.E.I.P. CRISTO DE LAS MISERICORDIAS,00597034-EDUCACIÓN FÍSICA,1
4944,MAESTROS,CÁDIZ,CHIPIONA,11002286-C.E.I.P. CRISTO DE LAS MISERICORDIAS,00597035-MÚSICA,1
4945,MAESTROS,CÁDIZ,CHIPIONA,11002286-C.E.I.P. CRISTO DE LAS MISERICORDIAS,00597036-PEDAGOGÍA TERAPÉUTICA,1
4946,MAESTROS,CÁDIZ,CHIPIONA,11002286-C.E.I.P. CRISTO DE LAS MISERICORDIAS,00597038-EDUCACIÓN PRIMARIA,4
4947,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHIPIONA,11004131-I.E.S. CAEPIONIS,00590004-LENGUA CASTELLANA Y LITERATURA P.E.S.,4
4948,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHIPIONA,11004131-I.E.S. CAEPIONIS,00590005-GEOGRAFIA E HISTORIA P.E.S.,2
4949,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHIPIONA,11004131-I.E.S. CAEPIONIS,00590006-MATEMATICAS P.E.S.,2
4950,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHIPIONA,11004131-I.E.S. CAEPIONIS,00590007-FISICA Y QUIMICA P.E.S.,2
4951,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHIPIONA,11004131-I.E.S. CAEPIONIS,00590008-BIOLOGIA Y GEOLOGIA P.E.S.,1
4952,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHIPIONA,11004131-I.E.S. CAEPIONIS,00590010-FRANCES P.E.S.,1
4953,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHIPIONA,11004131-I.E.S. CAEPIONIS,00590011-INGLES P.E.S.,3
4954,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHIPIONA,11004131-I.E.S. CAEPIONIS,00590016-MUSICA P.E.S.,1
4955,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHIPIONA,11004131-I.E.S. CAEPIONIS,00590017-EDUCACION FISICA P.E.S.,1
4956,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHIPIONA,11004131-I.E.S. CAEPIONIS,00590018-ORIENTACIÓN EDUCATIVA P.E.S.,1
4957,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHIPIONA,11004131-I.E.S. CAEPIONIS,00590019-TECNOLOGIA P.E.S.,1
4958,MAESTROS,CÁDIZ,CHIPIONA,11004131-I.E.S. CAEPIONIS,00597025-IDIOMA EXTRANJERO-INGLÉS (SECUNDARIA),1
4959,MAESTROS,CÁDIZ,CHIPIONA,11004131-I.E.S. CAEPIONIS,00597060-PEDAGOGÍA TERAPÉUTICA ESO,1
4960,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHIPIONA,11004131-I.E.S. CAEPIONIS,11590005-GEOGRAFIA E HISTORIA (INGLES) P.E.S.,2
4961,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHIPIONA,11004131-I.E.S. CAEPIONIS,11590006-MATEMATICAS (INGLES) P.E.S.,2
4962,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHIPIONA,11004131-I.E.S. CAEPIONIS,11590007-FISICA Y QUIMICA (INGLES) P.E.S.,1
4963,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHIPIONA,11004131-I.E.S. CAEPIONIS,11590008-BIOLOGIA Y GEOLOGIA (INGLES) P.E.S.,1
4964,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHIPIONA,11004131-I.E.S. CAEPIONIS,11590009-DIBUJO (INGLES) P.E.S.,1
4965,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHIPIONA,11004131-I.E.S. CAEPIONIS,11590017-EDUCACION FISICA (INGLES) P.E.S.,1
4966,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHIPIONA,11004131-I.E.S. CAEPIONIS,11590019-TECNOLOGIA (INGLES) P.E.S.,1
4967,MAESTROS,CÁDIZ,CHIPIONA,11006929-C.E.I.P. MAESTRO MANUEL APARCERO,00597031-EDUCACIÓN INFANTIL,3
4968,MAESTROS,CÁDIZ,CHIPIONA,11006929-C.E.I.P. MAESTRO MANUEL APARCERO,00597032-LENGUA EXTRANJERA-INGLÉS,2
4969,MAESTROS,CÁDIZ,CHIPIONA,11006929-C.E.I.P. MAESTRO MANUEL APARCERO,00597033-LENGUA EXTRANJERA-FRANCÉS,1
4970,MAESTROS,CÁDIZ,CHIPIONA,11006929-C.E.I.P. MAESTRO MANUEL APARCERO,00597034-EDUCACIÓN FÍSICA,1
4971,MAESTROS,CÁDIZ,CHIPIONA,11006929-C.E.I.P. MAESTRO MANUEL APARCERO,00597035-MÚSICA,1
4972,MAESTROS,CÁDIZ,CHIPIONA,11006929-C.E.I.P. MAESTRO MANUEL APARCERO,00597036-PEDAGOGÍA TERAPÉUTICA,2
4973,MAESTROS,CÁDIZ,CHIPIONA,11006929-C.E.I.P. MAESTRO MANUEL APARCERO,00597037-AUDICIÓN Y LENGUAJE,1
4974,MAESTROS,CÁDIZ,CHIPIONA,11006929-C.E.I.P. MAESTRO MANUEL APARCERO,00597038-EDUCACIÓN PRIMARIA,3
4975,MAESTROS,CÁDIZ,CHIPIONA,11006929-C.E.I.P. MAESTRO MANUEL APARCERO,11597038-EDUCACIÓN PRIMARIA - BILINGÜE INGLÉS,3
4976,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHIPIONA,11008471-I.E.S. SALMEDINA,00590001-FILOSOFIA P.E.S.,2
4977,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHIPIONA,11008471-I.E.S. SALMEDINA,00590003-LATIN P.E.S.,1
4978,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHIPIONA,11008471-I.E.S. SALMEDINA,00590004-LENGUA CASTELLANA Y LITERATURA P.E.S.,6
4979,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHIPIONA,11008471-I.E.S. SALMEDINA,00590005-GEOGRAFIA E HISTORIA P.E.S.,4
4980,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHIPIONA,11008471-I.E.S. SALMEDINA,00590006-MATEMATICAS P.E.S.,6
4981,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHIPIONA,11008471-I.E.S. SALMEDINA,00590007-FISICA Y QUIMICA P.E.S.,3
4982,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHIPIONA,11008471-I.E.S. SALMEDINA,00590008-BIOLOGIA Y GEOLOGIA P.E.S.,3
4983,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHIPIONA,11008471-I.E.S. SALMEDINA,00590009-DIBUJO P.E.S.,1
4984,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHIPIONA,11008471-I.E.S. SALMEDINA,00590010-FRANCES P.E.S.,2
4985,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHIPIONA,11008471-I.E.S. SALMEDINA,00590011-INGLES P.E.S.,6
4986,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHIPIONA,11008471-I.E.S. SALMEDINA,00590016-MUSICA P.E.S.,1
4987,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHIPIONA,11008471-I.E.S. SALMEDINA,00590017-EDUCACION FISICA P.E.S.,2
4988,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHIPIONA,11008471-I.E.S. SALMEDINA,00590018-ORIENTACIÓN EDUCATIVA P.E.S.,1
4989,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHIPIONA,11008471-I.E.S. SALMEDINA,00590019-TECNOLOGIA P.E.S.,2
4990,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHIPIONA,11008471-I.E.S. SALMEDINA,00590061-ECONOMIA P.E.S.,1
4991,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHIPIONA,11008471-I.E.S. SALMEDINA,00590107-INFORMATICA P.E.S.,2
4992,PROFESORES TEC. DE FORMACION PROFESIONAL,CÁDIZ,CHIPIONA,11008471-I.E.S. SALMEDINA,00591201-COCINA Y PASTELERIA P.T.F.P.,1
